nh,chn_start,chn_end,length,structure,roughness_limit,rut_limit,crack_limit,ravelling_limit,roughness,rut_depth,crack_area,area,start_lat,start_long,frame,timestamp
NH148N,269200,269300,100,Culvert,2400,5,5,1,2036.0,3.3,0.001,0.011,26.16421,76.24466,4400,880000
NH148N,269100,269200,100,,2400,5,5,1,2060.0,3.1,0.001,0.0,26.16511,76.24454,4420,884000
NH148N,269000,269100,100,,2400,5,5,1,1695.0,3.3,0.001,0.0,26.16601,76.24443,4440,888000
NH148N,268900,269000,100,,2400,5,5,1,1719.0,4.9,0.004,0.0,26.1669,76.24432,4460,892000
NH148N,268800,268900,100,Culvert,2400,5,5,1,1948.0,4.0,0.0,0.0,26.1678,76.2442,4480,896000
NH148N,268700,268800,100,,2400,5,5,1,1617.0,3.5,0.001,0.0,26.16869,76.24408,4500,900000
NH148N,268600,268700,100,,2400,5,5,1,1493.0,3.1,0.001,0.007,26.16959,76.24397,4520,904000
NH148N,268500,268600,100,,2400,5,5,1,1972.0,3.2,0.005,0.0,26.17048,76.24386,4540,908000
NH148N,268400,268500,100,SVUP,2400,5,5,1,2044.0,3.5,0.005,0.004,26.17138,76.24374,4560,912000
NH148N,268300,268400,100,,2400,5,5,1,1869.0,3.3,0.004,0.005,26.17227,76.24362,4580,916000
NH148N,268200,268300,100,,2400,5,5,1,2084.0,3.2,0.005,0.0,26.17317,76.24351,4600,920000
NH148N,268100,268200,100,Culvert,2400,5,5,1,1672.0,3.3,0.003,0.0,26.17407,76.2434,4620,924000
NH148N,268000,268100,100,,2400,5,5,1,2004.0,3.1,0.002,0.0,26.17496,76.24328,4640,928000
NH148N,267900,268000,100,Culvert,2400,5,5,1,1539.0,3.5,0.004,0.0,26.17586,76.24316,4660,932000
NH148N,267800,267900,100,,2400,5,5,1,2189.0,3.3,0.001,0.011,26.17676,76.24305,4680,936000
NH148N,267700,267800,100,,2400,5,5,1,2068.0,3.4,0.0,0.007,26.17765,76.24293,4700,940000
NH148N,267600,267700,100,,2400,5,5,1,1813.0,3.3,0.0,0.0,26.17855,76.24282,4720,944000
NH148N,267500,267600,100,,2400,5,5,1,1477.0,3.4,0.001,0.0,26.17944,76.2427,4740,948000
NH148N,267400,267500,100,,2400,5,5,1,1141.0,4.7,0.0,0.0,26.18034,76.24259,4760,952000
NH148N,267300,267400,100,,2400,5,5,1,1331.0,4.3,0.001,0.0,26.18124,76.24247,4780,956000
NH148N,267200,267300,100,,2400,5,5,1,1485.0,4.9,0.001,0.0,26.18213,76.24236,4800,960000
NH148N,267100,267200,100,Culvert,2400,5,5,1,1853.0,4.2,0.0,0.0,26.18303,76.24224,4820,964000
NH148N,267000,267100,100,,2400,5,5,1,1877.0,4.7,0.001,0.0,26.18392,76.24213,4840,968000
NH148N,266900,267000,100,,2400,5,5,1,1278.0,3.5,0.001,0.0,26.18482,76.24201,4860,972000
NH148N,266800,266900,100,,2400,5,5,1,2092.0,3.2,0.002,0.02,26.18572,76.2419,4880,976000
NH148N,266700,266800,100,Major Bridge,2400,5,5,1,1988.0,3.6,0.594,0.047,26.18661,76.24179,4900,980000
NH148N,266600,266700,100,Major Bridge,2400,5,5,1,2060.0,4.8,0.267,0.015,26.18751,76.24167,4920,984000
NH148N,266500,266600,100,Major Bridge,2400,5,5,1,1980.0,4.3,1.0,0.002,26.18841,76.24155,4940,988000
NH148N,266400,266500,100,Major Bridge,2400,5,5,1,2181.0,4.3,0.147,0.019,26.1893,76.24144,4960,992000
NH148N,266300,266400,100,Major Bridge,2400,5,5,1,1664.0,4.9,0.002,0.053,26.1902,76.24132,4980,996000
NH148N,266200,266300,100,Major Bridge,2400,5,5,1,1821.0,4.6,0.004,0.0,26.19109,76.2412,5000,1000000
NH148N,266100,266200,100,Major Bridge,2400,5,5,1,1485.0,4.9,0.001,0.005,26.19199,76.24109,5020,1004000
NH148N,266000,266100,100,Major Bridge,2400,5,5,1,1648.0,4.3,0.001,0.0,26.19288,76.24097,5040,1008000
NH148N,265900,266000,100,,2400,5,5,1,1892.0,3.5,1.006,0.113,26.19378,76.24086,5060,1012000
NH148N,265800,265900,100,Culvert,2400,5,5,1,1408.0,3.1,0.002,0.0,26.19468,76.24074,5080,1016000
NH148N,265700,265800,100,,2400,5,5,1,1438.0,3.0,0.001,0.0,26.19558,76.24063,5100,1020000
NH148N,265600,265700,100,,2400,5,5,1,1980.0,3.2,0.002,0.012,26.19648,76.24051,5120,1024000
NH148N,265500,265600,100,,2400,5,5,1,1766.0,3.2,0.001,0.0,26.19737,76.2404,5140,1028000
NH148N,265400,265500,100,,2400,5,5,1,1766.0,3.3,0.005,0.01,26.19827,76.24028,5160,1032000
NH148N,265300,265400,100,,2400,5,5,1,1339.0,3.1,0.001,0.0,26.19916,76.24017,5180,1036000
NH148N,265200,265300,100,Culvert,2400,5,5,1,1462.0,3.2,0.0,0.0,26.20006,76.24005,5200,1040000
NH148N,265100,265200,100,,2400,5,5,1,1861.0,3.2,0.0,0.0,26.20096,76.23994,5220,1044000
NH148N,265000,265100,100,,2400,5,5,1,1316.0,3.2,0.001,0.003,26.20185,76.23982,5240,1048000
NH148N,264900,265000,100,,2400,5,5,1,1354.0,3.1,0.004,0.0,26.20275,76.23971,5260,1052000
NH148N,264800,264900,100,,2400,5,5,1,1385.0,3.0,0.01,0.0,26.20364,76.23959,5280,1056000
NH148N,264700,264800,100,,2400,5,5,1,1500.0,3.2,0.002,0.004,26.20454,76.23948,5300,1060000
NH148N,264600,264700,100,,2400,5,5,1,1408.0,3.1,0.011,0.0,26.20543,76.23936,5320,1064000
NH148N,264500,264600,100,Culvert,2400,5,5,1,1633.0,3.0,0.005,0.0,26.20633,76.23925,5340,1068000
NH148N,264400,264500,100,,2400,5,5,1,1539.0,3.0,0.004,0.0,26.20722,76.23913,5360,1072000
NH148N,264300,264400,100,,2400,5,5,1,1270.0,3.0,0.001,0.0,26.20812,76.23902,5380,1076000
NH148N,264200,264300,100,,2400,5,5,1,1797.0,3.2,0.001,0.0,26.20901,76.2389,5400,1080000
NH148N,264100,264200,100,SVUP,2400,5,5,1,1853.0,3.2,0.0,0.0,26.20991,76.23879,5420,1084000
NH148N,264000,264100,100,,2400,5,5,1,1625.0,3.2,0.0,0.0,26.21081,76.23867,5440,1088000
NH148N,263900,264000,100,,2400,5,5,1,2092.0,3.0,0.003,0.003,26.2117,76.23855,5460,1092000
NH148N,263800,263900,100,Culvert,2400,5,5,1,1782.0,3.4,0.0,0.0,26.2126,76.23844,5480,1096000
NH148N,263700,263800,100,,2400,5,5,1,1853.0,3.2,0.0,0.0,26.21349,76.23833,5500,1100000
NH148N,263600,263700,100,,2400,5,5,1,1570.0,3.1,0.003,0.0,26.21439,76.23821,5520,1104000
NH148N,263500,263600,100,,2400,5,5,1,1821.0,2.9,0.002,0.0,26.21529,76.23809,5540,1108000
NH148N,263400,263500,100,,2400,5,5,1,2334.0,3.5,0.078,0.057,26.21618,76.23798,5560,1112000
NH148N,263300,263400,100,Culvert,2400,5,5,1,1940.0,3.0,0.003,0.0,26.21708,76.23786,5580,1116000
NH148N,263200,263300,100,,2400,5,5,1,1948.0,3.1,0.001,0.0,26.21797,76.23775,5600,1120000
NH148N,263100,263200,100,,2400,5,5,1,1734.0,3.1,0.002,0.0,26.21887,76.23763,5620,1124000
NH148N,263000,263100,100,,2400,5,5,1,1369.0,3.3,0.007,0.0,26.21976,76.23752,5640,1128000
NH148N,262900,263000,100,,2400,5,5,1,1727.0,3.2,0.004,0.0,26.22066,76.2374,5660,1132000
NH148N,262800,262900,100,Culvert,2400,5,5,1,2116.0,3.3,0.0,0.012,26.22156,76.23729,5680,1136000
NH148N,262700,262800,100,,2400,5,5,1,1485.0,3.1,0.001,0.0,26.22245,76.23717,5700,1140000
NH148N,262600,262700,100,,2400,5,5,1,1524.0,3.3,0.001,0.0,26.22334,76.23706,5720,1144000
NH148N,262500,262600,100,,2400,5,5,1,1524.0,3.1,0.002,0.0,26.22424,76.23694,5740,1148000
NH148N,262400,262500,100,,2400,5,5,1,1703.0,3.2,0.003,0.0,26.22514,76.23683,5760,1152000
NH148N,262300,262400,100,Minor Bridge cum LVUP,2400,5,5,1,2132.0,3.5,1.052,0.0,26.22603,76.23671,5780,1156000
NH148N,262200,262300,100,,2400,5,5,1,1829.0,3.1,0.001,0.0,26.22693,76.2366,5800,1160000
NH148N,262100,262200,100,Culvert,2400,5,5,1,2044.0,3.7,0.002,0.0,26.22782,76.23648,5820,1164000
NH148N,262000,262100,100,,2400,5,5,1,1790.0,4.2,0.0,0.0,26.22872,76.23637,5840,1168000
NH148N,261900,262000,100,,2400,5,5,1,1493.0,4.0,0.001,0.0,26.22962,76.23625,5860,1172000
NH148N,261800,261900,100,,2400,5,5,1,1555.0,3.1,0.002,0.005,26.23051,76.23613,5880,1176000
NH148N,261700,261800,100,,2400,5,5,1,1703.0,3.5,0.001,0.0,26.23141,76.23602,5900,1180000
NH148N,261600,261700,100,Culvert,2400,5,5,1,1869.0,3.6,0.004,0.0,26.2323,76.2359,5920,1184000
NH148N,261500,261600,100,,2400,5,5,1,1516.0,3.6,0.006,0.0,26.2332,76.23579,5940,1188000
NH148N,261400,261500,100,,2400,5,5,1,1477.0,3.7,0.002,0.0,26.23409,76.23567,5960,1192000
NH148N,261300,261400,100,,2400,5,5,1,1640.0,3.5,0.0,0.015,26.23499,76.23556,5980,1196000
NH148N,261200,261300,100,LVUP,2400,5,5,1,2237.0,3.2,0.001,0.0,26.23589,76.23545,6000,1200000
NH148N,261100,261200,100,Minor Bridge,2400,5,5,1,2020.0,3.7,0.021,0.268,26.23678,76.23533,6020,1204000
NH148N,261000,261100,100,,2400,5,5,1,2044.0,3.4,0.0,0.0,26.23768,76.23522,6040,1208000
NH148N,260900,261000,100,,2400,5,5,1,2277.0,3.6,0.001,0.0,26.23857,76.2351,6060,1212000
NH148N,260800,260900,100,Culvert,2400,5,5,1,1648.0,3.5,0.0,0.0,26.23947,76.23498,6080,1216000
NH148N,260700,260800,100,,2400,5,5,1,1885.0,3.0,0.001,0.0,26.24037,76.23487,6100,1220000
NH148N,260600,260700,100,,2400,5,5,1,2416.0,3.3,0.0,0.007,26.24126,76.23475,6120,1224000
NH148N,260500,260600,100,,2400,5,5,1,1797.0,3.1,0.001,0.0,26.24215,76.23464,6140,1228000
NH148N,260400,260500,100,LVUP,2400,5,5,1,,,,,Under Maintenance,Under Maintenance,6160,1232000
NH148N,260300,260400,100,,2400,5,5,1,,,,,Under Maintenance,Under Maintenance,6180,1236000
NH148N,260200,260300,100,,2400,5,5,1,1924.0,3.0,0.0,0.0,26.24484,76.2343,6200,1240000
NH148N,260100,260200,100,Culvert,2400,5,5,1,1570.0,3.0,0.0,0.0,26.24574,76.23421,6220,1244000
NH148N,260000,260100,100,SVUP,2400,5,5,1,2124.0,3.2,0.0,0.0,26.24664,76.23412,6240,1248000
NH148N,259900,260000,100,,2400,5,5,1,2407.0,3.3,0.0,0.0,26.24753,76.23403,6260,1252000
NH148N,259800,259900,100,,2400,5,5,1,2934.0,3.2,0.0,0.0,26.24843,76.23395,6280,1256000
NH148N,259700,259800,100,,2400,5,5,1,1869.0,3.3,0.0,0.013,26.24933,76.23388,6300,1260000
NH148N,259600,259700,100,SVUP,2400,5,5,1,2628.0,3.3,0.0,0.0,26.25023,76.23382,6320,1264000
NH148N,259500,259600,100,,2400,5,5,1,1877.0,3.1,0.001,0.0,26.25113,76.23376,6340,1268000
NH148N,259400,259500,100,,2400,5,5,1,2172.0,3.3,0.004,0.0,26.25204,76.23371,6360,1272000
NH148N,259300,259400,100,,2400,5,5,1,2860.0,3.0,0.001,0.0,26.25295,76.23366,6380,1276000
NH148N,259200,259300,100,Minor Bridge,2400,5,5,1,2473.0,3.1,0.001,0.0,26.25385,76.23362,6400,1280000
NH148N,259100,259200,100,,2400,5,5,1,2140.0,3.2,0.001,0.0,26.25475,76.23359,6420,1284000
NH148N,259000,259100,100,SVUP,2400,5,5,1,1924.0,3.3,0.001,0.364,26.25565,76.23357,6440,1288000
NH148N,258900,259000,100,,2400,5,5,1,2084.0,3.4,0.002,0.011,26.25655,76.23355,6460,1292000
NH148N,258800,258900,100,,2400,5,5,1,2092.0,3.1,0.002,0.0,26.25745,76.23354,6480,1296000
NH148N,258700,258800,100,,2400,5,5,1,2269.0,3.0,0.0,0.0,26.25836,76.23353,6500,1300000
NH148N,258600,258700,100,Culvert,2400,5,5,1,1813.0,3.2,0.0,0.0,26.25926,76.23353,6520,1304000
NH148N,258500,258600,100,,2400,5,5,1,1727.0,3.2,0.0,0.0,26.26016,76.23354,6540,1308000
NH148N,258400,258500,100,Culvert,2400,5,5,1,2108.0,3.3,0.001,0.0,26.26106,76.23355,6560,1312000
NH148N,258300,258400,100,,2400,5,5,1,1742.0,3.0,0.0,0.0,26.26196,76.23358,6580,1316000
NH148N,258200,258300,100,,2400,5,5,1,2538.0,3.1,0.001,0.0,26.26286,76.23361,6600,1320000
NH148N,258100,258200,100,,2400,5,5,1,1940.0,3.0,0.001,0.0,26.26376,76.23364,6620,1324000
NH148N,258000,258100,100,,2400,5,5,1,2156.0,3.1,0.001,0.0,26.26466,76.23368,6640,1328000
NH148N,257900,258000,100,,2400,5,5,1,2497.0,3.2,0.003,0.0,26.26556,76.23373,6660,1332000
NH148N,257800,257900,100,LVUP,2400,5,5,1,2530.0,3.6,0.0,0.007,26.26646,76.23379,6680,1336000
NH148N,257700,257800,100,,2400,5,5,1,2719.0,3.2,0.001,0.005,26.26736,76.23385,6700,1340000
NH148N,257600,257700,100,,2400,5,5,1,2653.0,3.3,0.001,0.0,26.26826,76.23391,6720,1344000
NH148N,257500,257600,100,,2400,5,5,1,2229.0,3.2,0.002,0.0,26.26916,76.23399,6740,1348000
NH148N,257400,257500,100,,2400,5,5,1,2424.0,3.3,0.002,0.002,26.27006,76.23407,6760,1352000
NH148N,257300,257400,100,,2400,5,5,1,2342.0,3.8,1.779,0.0,26.27096,76.23416,6780,1356000
NH148N,257200,257300,100,Culvert,2400,5,5,1,2261.0,3.7,1.006,0.0,26.27186,76.23425,6800,1360000
NH148N,257100,257200,100,,2400,5,5,1,2359.0,3.4,0.008,0.014,26.27276,76.23435,6820,1364000
NH148N,257000,257100,100,,2400,5,5,1,2432.0,3.3,0.0,0.014,26.27365,76.23446,6840,1368000
NH148N,256900,257000,100,,2400,5,5,1,1462.0,3.1,0.001,0.0,26.27455,76.23458,6860,1372000
NH148N,256800,256900,100,Culvert,2400,5,5,1,2736.0,3.2,0.001,0.015,26.27544,76.2347,6880,1376000
NH148N,256700,256800,100,,2400,5,5,1,1869.0,3.2,0.0,0.0,26.27634,76.23483,6900,1380000
NH148N,256600,256700,100,,2400,5,5,1,2052.0,3.1,0.001,0.009,26.27723,76.23496,6920,1384000
NH148N,256500,256600,100,Minor Bridge,2400,5,5,1,2181.0,3.0,0.001,0.007,26.27812,76.2351,6940,1388000
NH148N,256400,256500,100,SVUP,2400,5,5,1,2416.0,3.3,0.0,0.0,26.27902,76.23525,6960,1392000
NH148N,256300,256400,100,,2400,5,5,1,2350.0,3.7,0.0,0.0,26.27991,76.2354,6980,1396000
NH148N,256200,256300,100,Minor Bridge,2400,5,5,1,2736.0,3.3,0.0,0.0,26.2808,76.23556,7000,1400000
NH148N,256100,256200,100,,2400,5,5,1,2350.0,3.0,0.003,0.011,26.28169,76.23572,7020,1404000
NH148N,256000,256100,100,Culvert,2400,5,5,1,2076.0,3.5,0.002,0.006,26.28258,76.23589,7040,1408000
NH148N,255900,256000,100,,2400,5,5,1,1932.0,3.5,0.002,0.0,26.28347,76.23605,7060,1412000
NH148N,255800,255900,100,,2400,5,5,1,1500.0,3.9,0.0,0.006,26.28436,76.23621,7080,1416000
NH148N,255700,255800,100,Culvert,2400,5,5,1,1853.0,4.0,0.0,0.007,26.28525,76.23638,7100,1420000
NH148N,255600,255700,100,,2400,5,5,1,2181.0,3.2,0.0,0.0,26.28613,76.23657,7120,1424000
NH148N,255500,255600,100,,2400,5,5,1,2350.0,3.3,0.0,0.0,26.28703,76.2367,7140,1428000
NH148N,255400,255500,100,Culvert,2400,5,5,1,1813.0,3.3,0.001,0.0,26.28792,76.23686,7160,1432000
NH148N,255300,255400,100,,2400,5,5,1,2221.0,3.0,0.001,0.0,26.28881,76.23702,7180,1436000
NH148N,255200,255300,100,,2400,5,5,1,2473.0,3.1,0.002,0.0,26.28969,76.23718,7200,1440000
NH148N,255100,255200,100,,2400,5,5,1,2596.0,3.1,0.002,0.0,26.29058,76.23735,7220,1444000
NH148N,255000,255100,100,,2400,5,5,1,2221.0,3.1,0.001,0.013,26.29147,76.23751,7240,1448000
NH148N,254900,255000,100,SVUP,2400,5,5,1,2612.0,3.2,0.001,0.029,26.29236,76.23767,7260,1452000
NH148N,254800,254900,100,,2400,5,5,1,2497.0,3.0,0.001,0.0,26.29325,76.23783,7280,1456000
NH148N,254700,254800,100,Culvert,2400,5,5,1,2012.0,3.0,0.0,0.0,26.29414,76.23799,7300,1460000
NH148N,254600,254700,100,Culvert,2400,5,5,1,2579.0,3.7,0.003,0.0,26.29503,76.23815,7320,1464000
NH148N,254500,254600,100,,2400,5,5,1,2416.0,3.1,0.002,0.0,26.29592,76.23831,7340,1468000
NH148N,254400,254500,100,,2400,5,5,1,2044.0,3.1,0.002,0.0,26.29681,76.23848,7360,1472000
NH148N,254300,254400,100,,2400,5,5,1,2391.0,3.1,0.001,0.0,26.2977,76.23864,7380,1476000
NH148N,254200,254300,100,SVUP,2400,5,5,1,2391.0,3.5,0.006,0.216,26.29859,76.2388,7400,1480000
NH148N,254100,254200,100,,2400,5,5,1,2197.0,3.1,0.0,0.39,26.29948,76.23896,7420,1484000
NH148N,254000,254100,100,,2400,5,5,1,2653.0,3.1,0.002,0.0,26.30037,76.23913,7440,1488000
NH148N,253900,254000,100,,2400,5,5,1,2253.0,3.1,0.001,0.0,26.30126,76.23929,7460,1492000
NH148N,253800,253900,100,SVUP,2400,5,5,1,2546.0,3.4,0.002,0.313,26.30215,76.23945,7480,1496000
NH148N,253700,253800,100,,2400,5,5,1,2350.0,3.0,0.002,0.262,26.30304,76.23961,7500,1500000
NH148N,253600,253700,100,Culvert,2400,5,5,1,3244.0,3.1,0.003,0.0,26.30393,76.23977,7520,1504000
NH148N,253500,253600,100,,2400,5,5,1,2727.0,3.2,0.003,0.011,26.30482,76.23993,7540,1508000
NH148N,253400,253500,100,,2400,5,5,1,1900.0,3.1,0.002,0.03,26.30571,76.2401,7560,1512000
NH148N,253300,253400,100,,2400,5,5,1,2670.0,3.1,0.001,0.0,26.3066,76.24026,7580,1516000
NH148N,253200,253300,100,,2400,5,5,1,2604.0,3.3,0.002,0.107,26.30749,76.24042,7600,1520000
NH148N,253100,253200,100,,2400,5,5,1,2473.0,3.2,0.0,0.0,26.30838,76.24058,7620,1524000
NH148N,253000,253100,100,,2400,5,5,1,2686.0,2.9,0.001,0.0,26.30927,76.24075,7640,1528000
NH148N,252900,253000,100,LVUP,2400,5,5,1,2172.0,4.0,0.0,0.021,26.31016,76.24091,7660,1532000
NH148N,252800,252900,100,,2400,5,5,1,1758.0,4.1,0.001,0.009,26.31106,76.24107,7680,1536000
NH148N,252700,252800,100,,2400,5,5,1,2237.0,3.2,0.003,0.0,26.31195,76.24123,7700,1540000
NH148N,252600,252700,100,Culvert,2400,5,5,1,3076.0,3.0,0.0,0.0,26.31284,76.24139,7720,1544000
NH148N,252500,252600,100,Culvert,2400,5,5,1,2205.0,3.0,0.001,0.0,26.31373,76.24156,7740,1548000
NH148N,252400,252500,100,,2400,5,5,1,1932.0,3.3,0.001,0.005,26.31462,76.24172,7760,1552000
NH148N,252300,252400,100,Minor Bridge,2400,5,5,1,2156.0,3.7,0.0,0.0,26.31551,76.24188,7780,1556000
NH148N,252200,252300,100,,2400,5,5,1,1782.0,4.1,0.001,0.327,26.3164,76.24204,7800,1560000
NH148N,252100,252200,100,SVUP,2400,5,5,1,2245.0,3.3,0.0,0.0,26.31729,76.2422,7820,1564000
NH148N,252000,252100,100,,2400,5,5,1,2391.0,3.3,0.0,0.091,26.31818,76.24236,7840,1568000
NH148N,251900,252000,100,,2400,5,5,1,2860.0,3.3,0.002,0.096,26.31907,76.24253,7860,1572000
NH148N,251800,251900,100,,2400,5,5,1,2736.0,3.3,0.002,0.017,26.31996,76.24269,7880,1576000
NH148N,251700,251800,100,,2400,5,5,1,2554.0,3.1,0.633,0.053,26.32085,76.24285,7900,1580000
NH148N,251600,251700,100,SVUP,2400,5,5,1,2464.0,3.2,0.001,0.02,26.32174,76.24301,7920,1584000
NH148N,251500,251600,100,,2400,5,5,1,1861.0,3.7,0.001,0.006,26.32263,76.24318,7940,1588000
NH148N,251400,251500,100,,2400,5,5,1,2538.0,3.1,0.001,0.0,26.32352,76.24334,7960,1592000
NH148N,251300,251400,100,,2400,5,5,1,2359.0,3.1,0.0,0.079,26.32441,76.2435,7980,1596000
NH148N,251200,251300,100,,2400,5,5,1,1900.0,3.3,0.004,0.019,26.3253,76.24366,8000,1600000
NH148N,251100,251200,100,,2400,5,5,1,2020.0,3.0,0.001,0.019,26.32619,76.24382,8020,1604000
NH148N,251000,251100,100,Culvert,2400,5,5,1,2164.0,3.2,0.002,0.019,26.32708,76.24399,8040,1608000
NH148N,250900,251000,100,,2400,5,5,1,2181.0,3.4,0.001,0.172,26.32797,76.24415,8060,1612000
NH148N,250800,250900,100,,2400,5,5,1,2375.0,3.4,0.0,0.0,26.32885,76.24431,8080,1616000
NH148N,250700,250800,100,,2400,5,5,1,2052.0,3.5,0.0,0.015,26.32974,76.24447,8100,1620000
NH148N,250600,250700,100,,2400,5,5,1,2213.0,3.4,0.0,0.01,26.33063,76.24464,8120,1624000
NH148N,250500,250600,100,VUP,2400,5,5,1,2286.0,3.8,0.0,0.0,26.33152,76.2448,8140,1628000
NH148N,250400,250500,100,,2400,5,5,1,2951.0,3.2,0.001,0.054,26.33241,76.24496,8160,1632000
NH148N,250300,250400,100,Culvert,2400,5,5,1,2084.0,3.4,0.0,0.013,26.3333,76.24512,8180,1636000
NH148N,250200,250300,100,,2400,5,5,1,2383.0,3.2,0.0,0.032,26.33419,76.24529,8200,1640000
NH148N,250100,250200,100,,2400,5,5,1,2407.0,3.4,0.001,0.007,26.33508,76.24544,8220,1644000
NH148N,250000,250100,100,,2400,5,5,1,2148.0,3.8,0.0,0.0,26.33597,76.24561,8240,1648000
NH148N,249900,250000,100,,2400,5,5,1,2375.0,3.5,0.001,0.0,26.33686,76.24577,8260,1652000
NH148N,249800,249900,100,Minor Bridge,2400,5,5,1,2416.0,3.4,0.0,0.0,26.33775,76.24593,8280,1656000
NH148N,249700,249800,100,Culvert,2400,5,5,1,2901.0,4.1,0.0,0.0,26.33864,76.24609,8300,1660000
NH148N,249600,249700,100,SVUP,2400,5,5,1,2148.0,4.5,0.0,0.013,26.33953,76.24626,8320,1664000
NH148N,249500,249600,100,,2400,5,5,1,2012.0,3.7,0.0,0.0,26.34042,76.24642,8340,1668000
NH148N,249400,249500,100,Culvert,2400,5,5,1,1861.0,3.5,0.0,0.0,26.34131,76.24658,8360,1672000
NH148N,249300,249400,100,,2400,5,5,1,2951.0,3.3,0.0,0.0,26.3422,76.24674,8380,1676000
NH148N,249200,249300,100,,2400,5,5,1,2432.0,3.0,0.0,0.007,26.34309,76.2469,8400,1680000
NH148N,249100,249200,100,,2400,5,5,1,2391.0,3.5,0.0,0.0,26.34398,76.24706,8420,1684000
NH148N,249000,249100,100,,2400,5,5,1,2269.0,3.4,0.0,0.0,26.34487,76.24723,8440,1688000
NH148N,248900,249000,100,SVUP,2400,5,5,1,2148.0,2.9,0.0,0.007,26.34576,76.24739,8460,1692000
NH148N,248800,248900,100,,2400,5,5,1,2514.0,3.0,0.0,0.0,26.34665,76.24756,8480,1696000
NH148N,248700,248800,100,,2400,5,5,1,2464.0,3.2,0.0,0.0,26.34754,76.24772,8500,1700000
NH148N,248600,248700,100,,2400,5,5,1,1948.0,3.0,0.0,0.0,26.34843,76.24788,8520,1704000
NH148N,248500,248600,100,,2400,5,5,1,2164.0,3.1,0.0,0.0,26.34931,76.24804,8540,1708000
NH148N,248400,248500,100,Culvert,2400,5,5,1,2245.0,3.2,0.0,0.0,26.3502,76.2482,8560,1712000
NH148N,248300,248400,100,,2400,5,5,1,2068.0,3.1,0.001,0.0,26.35109,76.24836,8580,1716000
NH148N,248200,248300,100,SVUP,2400,5,5,1,2538.0,3.0,0.0,0.0,26.35198,76.24852,8600,1720000
NH148N,248100,248200,100,,2400,5,5,1,2342.0,3.0,0.0,0.0,26.35287,76.24869,8620,1724000
NH148N,248000,248100,100,,2400,5,5,1,2383.0,3.1,0.0,0.0,26.35376,76.24885,8640,1728000
NH148N,247900,248000,100,,2400,5,5,1,2719.0,3.3,0.0,0.0,26.35465,76.24901,8660,1732000
NH148N,247800,247900,100,Culvert,2400,5,5,1,2579.0,3.2,0.003,0.0,26.35554,76.24917,8680,1736000
NH148N,247700,247800,100,,2400,5,5,1,2148.0,3.3,0.003,0.013,26.35643,76.24933,8700,1740000
NH148N,247600,247700,100,,2400,5,5,1,2124.0,3.4,0.001,0.0,26.35732,76.2495,8720,1744000
NH148N,247500,247600,100,,2400,5,5,1,2835.0,3.2,0.001,0.008,26.35821,76.24966,8740,1748000
NH148N,247400,247500,100,,2400,5,5,1,2918.0,3.0,0.0,0.0,26.3591,76.24982,8760,1752000
